#proteinId	gotermId	goName	gotermType	goAcc
560804	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
560811	162	nucleotide binding	molecular_function	GO:0000166
560811	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
560811	3736	ATP binding	molecular_function	GO:0005524
560811	3930	cytoplasm	cellular_component	GO:0005737
560811	4556	translation	biological_process	GO:0006412
560811	4567	glutamyl-tRNA aminoacylation	biological_process	GO:0006424
560811	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
560811	3178	glutamate-tRNA ligase activity	molecular_function	GO:0004818
560811	6929	glutamate-tRNA ligase complex	cellular_component	GO:0009332
560857	4143	carbohydrate metabolic process	biological_process	GO:0005975
560857	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
560857	2290	catalytic activity	molecular_function	GO:0003824
560857	2539	chitin deacetylase activity	molecular_function	GO:0004099
560902	7744	FMN binding	molecular_function	GO:0010181
560902	9710	oxidoreductase activity	molecular_function	GO:0016491
560902	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
560944	3546	transporter activity	molecular_function	GO:0005215
560944	4927	transport	biological_process	GO:0006810
560956	4758	lipid metabolic process	biological_process	GO:0006629
560956	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
560967	5830	metabolic process	biological_process	GO:0008152
560967	10041	carbon-sulfur lyase activity	molecular_function	GO:0016846
560978	2888	monooxygenase activity	molecular_function	GO:0004497
560978	3721	iron ion binding	molecular_function	GO:0005506
560978	4283	electron transport	biological_process	GO:0006118
560978	12251	heme binding	molecular_function	GO:0020037
560978	20992	arabinan endo-1,5-alpha-L-arabinosidase activity	molecular_function	GO:0046558
561012	9710	oxidoreductase activity	molecular_function	GO:0016491
561026	2290	catalytic activity	molecular_function	GO:0003824
561026	5830	metabolic process	biological_process	GO:0008152
561026	2881	methylglutaconyl-CoA hydratase activity	molecular_function	GO:0004490
561065	5765	N-acetyltransferase activity	molecular_function	GO:0008080
561065	5830	metabolic process	biological_process	GO:0008152
561068	6419	beta-lactamase activity	molecular_function	GO:0008800
561068	13507	beta-lactam antibiotic catabolic process	biological_process	GO:0030655
561068	21106	response to antibiotic	biological_process	GO:0046677
561083	5830	metabolic process	biological_process	GO:0008152
561083	9710	oxidoreductase activity	molecular_function	GO:0016491
561083	2750	glucose dehydrogenase activity	molecular_function	GO:0004344
561083	10756	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
561083	10757	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
561083	10758	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
561083	10759	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
561083	10760	myrtenol dehydrogenase activity	molecular_function	GO:0018450
561083	17983	versicolorin reductase activity	molecular_function	GO:0042469
561083	20156	ketoreductase activity	molecular_function	GO:0045703
561125	3030	proline dehydrogenase activity	molecular_function	GO:0004657
561125	4667	glutamate biosynthetic process	biological_process	GO:0006537
561125	4692	proline catabolic process	biological_process	GO:0006562
561125	10837	iminodiacetate dehydrogenase activity	molecular_function	GO:0018528
561138	5939	zinc ion binding	molecular_function	GO:0008270
561138	9710	oxidoreductase activity	molecular_function	GO:0016491
561138	2466	alcohol dehydrogenase activity	molecular_function	GO:0004022
561138	2467	alcohol dehydrogenase activity, metal ion-independent	molecular_function	GO:0004023
561138	2468	alcohol dehydrogenase activity, zinc-dependent	molecular_function	GO:0004024
561138	2469	alcohol dehydrogenase activity, iron-dependent	molecular_function	GO:0004025
561147	5830	metabolic process	biological_process	GO:0008152
561147	9710	oxidoreductase activity	molecular_function	GO:0016491
561147	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
561149	162	nucleotide binding	molecular_function	GO:0000166
561149	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
561149	3736	ATP binding	molecular_function	GO:0005524
561149	6215	microtubule-severing ATPase activity	molecular_function	GO:0008568
561154	3546	transporter activity	molecular_function	GO:0005215
561154	4970	oligopeptide transport	biological_process	GO:0006857
561154	9320	membrane	cellular_component	GO:0016020
561186	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
561186	2216	RNA binding	molecular_function	GO:0003723
561186	4541	RNA processing	biological_process	GO:0006396
561189	9321	integral to membrane	cellular_component	GO:0016021
561189	2818	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	GO:0004420
561189	9242	coenzyme A metabolic process	biological_process	GO:0015936
561189	23921	coenzyme binding	molecular_function	GO:0050662
561189	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
561189	23920	NADP binding	molecular_function	GO:0050661
561189	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
561192	5939	zinc ion binding	molecular_function	GO:0008270
561192	9710	oxidoreductase activity	molecular_function	GO:0016491
561192	2466	alcohol dehydrogenase activity	molecular_function	GO:0004022
561192	2467	alcohol dehydrogenase activity, metal ion-independent	molecular_function	GO:0004023
561192	2468	alcohol dehydrogenase activity, zinc-dependent	molecular_function	GO:0004024
561192	2469	alcohol dehydrogenase activity, iron-dependent	molecular_function	GO:0004025
561199	4283	electron transport	biological_process	GO:0006118
561199	9710	oxidoreductase activity	molecular_function	GO:0016491
561199	934	L-amino-acid oxidase activity	molecular_function	GO:0001716
561230	2290	catalytic activity	molecular_function	GO:0003824
561230	5830	metabolic process	biological_process	GO:0008152
561230	6550	nicotinamidase activity	molecular_function	GO:0008936
561297	5849	O-methyltransferase activity	molecular_function	GO:0008171
561302	4283	electron transport	biological_process	GO:0006118
561302	9710	oxidoreductase activity	molecular_function	GO:0016491
561302	934	L-amino-acid oxidase activity	molecular_function	GO:0001716
561304	17652	alginic acid catabolic process	biological_process	GO:0042122
561304	18107	periplasmic space	cellular_component	GO:0042597
561304	19611	poly(beta-D-mannuronate) lyase activity	molecular_function	GO:0045135
561304	2936	alpha-galactosidase activity	molecular_function	GO:0004557
561322	2888	monooxygenase activity	molecular_function	GO:0004497
561322	3721	iron ion binding	molecular_function	GO:0005506
561322	4283	electron transport	biological_process	GO:0006118
561322	12251	heme binding	molecular_function	GO:0020037
561322	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
561323	2290	catalytic activity	molecular_function	GO:0003824
561323	5830	metabolic process	biological_process	GO:0008152
561323	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
561323	2562	cysteine synthase activity	molecular_function	GO:0004124
561346	6667	biosynthetic process	biological_process	GO:0009058
561346	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
561346	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
561346	10042	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
561364	4283	electron transport	biological_process	GO:0006118
561364	9710	oxidoreductase activity	molecular_function	GO:0016491
561364	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
561364	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
561364	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
561364	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
561364	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
561424	2290	catalytic activity	molecular_function	GO:0003824
561424	9320	membrane	cellular_component	GO:0016020
561436	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
561436	9211	tetracycline transport	biological_process	GO:0015904
561436	9321	integral to membrane	cellular_component	GO:0016021
561436	21106	response to antibiotic	biological_process	GO:0046677
561444	5830	metabolic process	biological_process	GO:0008152
561444	9940	transferase activity	molecular_function	GO:0016740
561444	6667	biosynthetic process	biological_process	GO:0009058
561444	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
561444	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
561444	3123	serine C-palmitoyltransferase activity	molecular_function	GO:0004758
561444	10222	serine C-palmitoyltransferase complex	cellular_component	GO:0017059
561448	2175	nucleic acid binding	molecular_function	GO:0003676
561448	3838	nucleus	cellular_component	GO:0005634
561448	5939	zinc ion binding	molecular_function	GO:0008270
561448	3827	intracellular	cellular_component	GO:0005622
561452	3736	ATP binding	molecular_function	GO:0005524
561452	4927	transport	biological_process	GO:0006810
561452	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
561452	9320	membrane	cellular_component	GO:0016020
561452	4929	cation transport	biological_process	GO:0006812
561452	9321	integral to membrane	cellular_component	GO:0016021
561452	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
561452	6205	sodium-exporting ATPase activity, phosphorylative mechanism	molecular_function	GO:0008554
561472	2290	catalytic activity	molecular_function	GO:0003824
561475	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
561475	6276	carbohydrate transport	biological_process	GO:0008643
561475	9320	membrane	cellular_component	GO:0016020
561475	3546	transporter activity	molecular_function	GO:0005215
561475	4927	transport	biological_process	GO:0006810
561475	9321	integral to membrane	cellular_component	GO:0016021
561523	5939	zinc ion binding	molecular_function	GO:0008270
561523	9710	oxidoreductase activity	molecular_function	GO:0016491
561523	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
561530	5939	zinc ion binding	molecular_function	GO:0008270
561582	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
561582	4143	carbohydrate metabolic process	biological_process	GO:0005975
561635	18831	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	GO:0043365
561645	4283	electron transport	biological_process	GO:0006118
561645	9710	oxidoreductase activity	molecular_function	GO:0016491
561645	7744	FMN binding	molecular_function	GO:0010181
561645	2423	(S)-2-hydroxy-acid oxidase activity	molecular_function	GO:0003973
561645	6507	glycolate oxidase activity	molecular_function	GO:0008891
561645	6936	glycolate oxidase complex	cellular_component	GO:0009339
561665	2888	monooxygenase activity	molecular_function	GO:0004497
561665	4283	electron transport	biological_process	GO:0006118
561665	4851	aromatic compound metabolic process	biological_process	GO:0006725
561665	5830	metabolic process	biological_process	GO:0008152
561665	9710	oxidoreductase activity	molecular_function	GO:0016491
561665	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
561674	2196	transcription factor activity	molecular_function	GO:0003700
561674	3838	nucleus	cellular_component	GO:0005634
561674	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
561674	5939	zinc ion binding	molecular_function	GO:0008270
561674	2176	DNA binding	molecular_function	GO:0003677
561674	4499	transcription	biological_process	GO:0006350
561765	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
561765	4143	carbohydrate metabolic process	biological_process	GO:0005975
561830	5053	response to stress	biological_process	GO:0006950
561844	3547	ion channel activity	molecular_function	GO:0005216
561844	4928	ion transport	biological_process	GO:0006811
561844	9320	membrane	cellular_component	GO:0016020
561860	2888	monooxygenase activity	molecular_function	GO:0004497
561860	3721	iron ion binding	molecular_function	GO:0005506
561860	4283	electron transport	biological_process	GO:0006118
561860	12251	heme binding	molecular_function	GO:0020037
561860	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
561863	5849	O-methyltransferase activity	molecular_function	GO:0008171
561863	21562	demethylsterigmatocystin 6-O-methyltransferase activity	molecular_function	GO:0047145
561870	2700	subtilase activity	molecular_function	GO:0004289
561870	4639	proteolysis	biological_process	GO:0006508
561910	5830	metabolic process	biological_process	GO:0008152
561910	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
561910	24535	NAD binding	molecular_function	GO:0051287
561910	22441	cofactor binding	molecular_function	GO:0048037
561910	6347	D-lactate dehydrogenase activity	molecular_function	GO:0008720
561911	13432	pectate lyase activity	molecular_function	GO:0030570
561969	4930	potassium ion transport	biological_process	GO:0006813
561969	8446	potassium ion transmembrane transporter activity	molecular_function	GO:0015079
561969	9320	membrane	cellular_component	GO:0016020
561985	2463	adenylosuccinate synthase activity	molecular_function	GO:0004019
562001	2176	DNA binding	molecular_function	GO:0003677
562001	3736	ATP binding	molecular_function	GO:0005524
562001	2175	nucleic acid binding	molecular_function	GO:0003676
562001	2792	helicase activity	molecular_function	GO:0004386
562001	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
562031	21785	acylglycerol lipase activity	molecular_function	GO:0047372
562057	4650	amino acid metabolic process	biological_process	GO:0006520
562057	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
562057	3154	L-threonine ammonia-lyase activity	molecular_function	GO:0004794
562057	6705	isoleucine biosynthetic process	biological_process	GO:0009097
562057	2290	catalytic activity	molecular_function	GO:0003824
562057	5830	metabolic process	biological_process	GO:0008152
562069	6140	transaminase activity	molecular_function	GO:0008483
562069	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
562104	2785	glycylpeptide N-tetradecanoyltransferase activity	molecular_function	GO:0004379
562128	5765	N-acetyltransferase activity	molecular_function	GO:0008080
562128	5830	metabolic process	biological_process	GO:0008152
562159	2700	subtilase activity	molecular_function	GO:0004289
562159	4639	proteolysis	biological_process	GO:0006508
562159	18306	identical protein binding	molecular_function	GO:0042802
562159	18579	negative regulation of catalytic activity	biological_process	GO:0043086
562159	2687	cerevisin activity	molecular_function	GO:0004262
562219	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
562219	4143	carbohydrate metabolic process	biological_process	GO:0005975
562219	2946	chitinase activity	molecular_function	GO:0004568
562219	4200	chitin catabolic process	biological_process	GO:0006032
562219	6462	endochitinase activity	molecular_function	GO:0008843
562304	9320	membrane	cellular_component	GO:0016020
562304	12906	metal ion transport	biological_process	GO:0030001
562304	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
562321	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
562321	4143	carbohydrate metabolic process	biological_process	GO:0005975
562321	2942	beta-fructofuranosidase activity	molecular_function	GO:0004564
562331	281	magnesium ion binding	molecular_function	GO:0000287
562331	10024	lyase activity	molecular_function	GO:0016829
562333	2290	catalytic activity	molecular_function	GO:0003824
562333	9320	membrane	cellular_component	GO:0016020
562360	2175	nucleic acid binding	molecular_function	GO:0003676
562360	3827	intracellular	cellular_component	GO:0005622
562360	5939	zinc ion binding	molecular_function	GO:0008270
562380	2658	metalloendopeptidase activity	molecular_function	GO:0004222
562380	4639	proteolysis	biological_process	GO:0006508
562380	2679	stromelysin 3 activity	molecular_function	GO:0004249
562380	5813	collagenase activity	molecular_function	GO:0008133
562380	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
562380	13282	matrilysin-2 activity	molecular_function	GO:0030402
562409	5876	steroid metabolic process	biological_process	GO:0008202
562422	3435	Ras GTPase activator activity	molecular_function	GO:0005099
562422	3827	intracellular	cellular_component	GO:0005622
562422	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
562422	3432	GTPase activator activity	molecular_function	GO:0005096
562422	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
562422	5250	signal transduction	biological_process	GO:0007165
562440	3930	cytoplasm	cellular_component	GO:0005737
562440	4758	lipid metabolic process	biological_process	GO:0006629
562440	9321	integral to membrane	cellular_component	GO:0016021
562440	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
562440	22160	cholestenone 5-alpha-reductase activity	molecular_function	GO:0047751
562461	5830	metabolic process	biological_process	GO:0008152
562461	9710	oxidoreductase activity	molecular_function	GO:0016491
562463	9710	oxidoreductase activity	molecular_function	GO:0016491
562463	3722	copper ion binding	molecular_function	GO:0005507
562463	6128	laccase activity	molecular_function	GO:0008471
562490	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
562490	9211	tetracycline transport	biological_process	GO:0015904
562490	9321	integral to membrane	cellular_component	GO:0016021
562490	21106	response to antibiotic	biological_process	GO:0046677
562495	4598	protein modification process	biological_process	GO:0006464
562502	2774	glycerol-3-phosphate dehydrogenase activity	molecular_function	GO:0004368
562502	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
562502	6928	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
562502	9710	oxidoreductase activity	molecular_function	GO:0016491
562534	4993	regulation of pH	biological_process	GO:0006885
562534	8649	solute:hydrogen antiporter activity	molecular_function	GO:0015299
562534	9321	integral to membrane	cellular_component	GO:0016021
562545	2196	transcription factor activity	molecular_function	GO:0003700
562545	3838	nucleus	cellular_component	GO:0005634
562545	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
562545	5939	zinc ion binding	molecular_function	GO:0008270
562551	2290	catalytic activity	molecular_function	GO:0003824
562551	4851	aromatic compound metabolic process	biological_process	GO:0006725
562551	5873	ferric iron binding	molecular_function	GO:0008199
562551	3721	iron ion binding	molecular_function	GO:0005506
562551	7287	catechol metabolic process	biological_process	GO:0009712
562551	10882	catechol 1,2-dioxygenase activity	molecular_function	GO:0018576
562551	9903	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function	GO:0016702
562563	13917	heat shock protein binding	molecular_function	GO:0031072
562590	141	acylglycerone-phosphate reductase activity	molecular_function	GO:0000140
562606	6667	biosynthetic process	biological_process	GO:0009058
562606	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
562606	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
562606	9496	kynurenine-oxoglutarate transaminase activity	molecular_function	GO:0016212
562646	8851	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
562646	9211	tetracycline transport	biological_process	GO:0015904
562646	9321	integral to membrane	cellular_component	GO:0016021
562646	21106	response to antibiotic	biological_process	GO:0046677
562657	4513	rRNA processing	biological_process	GO:0006364
562657	14875	small subunit processome	cellular_component	GO:0032040
562669	2479	alkaline phosphatase activity	molecular_function	GO:0004035
562673	3633	nucleotide-sugar transmembrane transporter activity	molecular_function	GO:0005338
562673	9092	nucleotide-sugar transport	biological_process	GO:0015780
562673	9321	integral to membrane	cellular_component	GO:0016021
562673	140	Golgi membrane	cellular_component	GO:0000139
562673	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
562673	6276	carbohydrate transport	biological_process	GO:0008643
562673	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
562691	2290	catalytic activity	molecular_function	GO:0003824
562691	5830	metabolic process	biological_process	GO:0008152
562691	3162	transketolase activity	molecular_function	GO:0004802
562691	22303	formaldehyde transketolase activity	molecular_function	GO:0047896
562746	9321	integral to membrane	cellular_component	GO:0016021
562766	9321	integral to membrane	cellular_component	GO:0016021
562797	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
562797	4283	electron transport	biological_process	GO:0006118
562797	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
562797	5830	metabolic process	biological_process	GO:0008152
562797	23919	FAD binding	molecular_function	GO:0050660
562819	9710	oxidoreductase activity	molecular_function	GO:0016491
562819	4283	electron transport	biological_process	GO:0006118
562819	5830	metabolic process	biological_process	GO:0008152
562842	2196	transcription factor activity	molecular_function	GO:0003700
562842	3838	nucleus	cellular_component	GO:0005634
562842	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
562842	5939	zinc ion binding	molecular_function	GO:0008270
562845	2888	monooxygenase activity	molecular_function	GO:0004497
562845	4283	electron transport	biological_process	GO:0006118
562845	4851	aromatic compound metabolic process	biological_process	GO:0006725
562845	5830	metabolic process	biological_process	GO:0008152
562845	9710	oxidoreductase activity	molecular_function	GO:0016491
562845	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
562875	2196	transcription factor activity	molecular_function	GO:0003700
562875	3838	nucleus	cellular_component	GO:0005634
562875	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
562875	19030	sequence-specific DNA binding	molecular_function	GO:0043565
562875	21401	protein dimerization activity	molecular_function	GO:0046983
562917	5830	metabolic process	biological_process	GO:0008152
562917	9985	hydrolase activity	molecular_function	GO:0016787
562917	2503	arylformamidase activity	molecular_function	GO:0004061
562918	2175	nucleic acid binding	molecular_function	GO:0003676
562918	2792	helicase activity	molecular_function	GO:0004386
562918	3736	ATP binding	molecular_function	GO:0005524
562918	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
562931	2176	DNA binding	molecular_function	GO:0003677
562931	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
562931	3865	DNA-directed RNA polymerase III complex	cellular_component	GO:0005666
562931	4530	transcription from RNA polymerase III promoter	biological_process	GO:0006383
562961	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
562961	4591	protein folding	biological_process	GO:0006457
562961	2975	cyclophilin	molecular_function	GO:0004600
562961	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
562961	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
563001	2290	catalytic activity	molecular_function	GO:0003824
563001	2377	GPI-anchor transamidase activity	molecular_function	GO:0003923
563001	19323	cyanophycinase activity	molecular_function	GO:0043859
563001	24583	regulation of hydrolase activity	biological_process	GO:0051336
563027	9321	integral to membrane	cellular_component	GO:0016021
563062	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
563062	23919	FAD binding	molecular_function	GO:0050660
563095	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
563095	3827	intracellular	cellular_component	GO:0005622
563095	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
563095	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
563124	5830	metabolic process	biological_process	GO:0008152
563124	9710	oxidoreductase activity	molecular_function	GO:0016491
563124	7859	xanthoxin dehydrogenase activity	molecular_function	GO:0010301
563145	2790	membrane-associated guanylate kinase	molecular_function	GO:0004384
563145	2791	guanylate kinase activity	molecular_function	GO:0004385
563229	3827	intracellular	cellular_component	GO:0005622
563229	5939	zinc ion binding	molecular_function	GO:0008270
563237	9321	integral to membrane	cellular_component	GO:0016021
563311	4639	proteolysis	biological_process	GO:0006508
563311	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
563318	587	nucleosome	cellular_component	GO:0000786
563318	2176	DNA binding	molecular_function	GO:0003677
563318	3838	nucleus	cellular_component	GO:0005634
563318	4484	nucleosome assembly	biological_process	GO:0006334
563331	21295	metal ion binding	molecular_function	GO:0046872
563331	2994	phospholipase activity	molecular_function	GO:0004620
563331	9570	lipase activity	molecular_function	GO:0016298
563331	11033	1-oxa-2-oxocycloheptane lactonase activity	molecular_function	GO:0018731
563331	11034	sulfolactone hydrolase activity	molecular_function	GO:0018732
563331	11035	3,4-dihydrocoumarin hydrolase activity	molecular_function	GO:0018733
563331	11036	butyrolactone hydrolase activity	molecular_function	GO:0018734
563339	3838	nucleus	cellular_component	GO:0005634
563339	4440	DNA repair	biological_process	GO:0006281
563339	2175	nucleic acid binding	molecular_function	GO:0003676
563339	3827	intracellular	cellular_component	GO:0005622
563339	5939	zinc ion binding	molecular_function	GO:0008270
563339	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
563339	19908	regulation of transcription	biological_process	GO:0045449
563347	2888	monooxygenase activity	molecular_function	GO:0004497
563347	4283	electron transport	biological_process	GO:0006118
563347	4851	aromatic compound metabolic process	biological_process	GO:0006725
563347	5830	metabolic process	biological_process	GO:0008152
563347	9710	oxidoreductase activity	molecular_function	GO:0016491
563347	10968	phenol 2-monooxygenase activity	molecular_function	GO:0018662
563350	2176	DNA binding	molecular_function	GO:0003677
563350	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
563350	4499	transcription	biological_process	GO:0006350
563350	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
563350	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
563350	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
563350	16888	RNA polymerase activity	molecular_function	GO:0034062
563402	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
563402	3827	intracellular	cellular_component	GO:0005622
563402	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
563414	3727	protein binding	molecular_function	GO:0005515
563414	4994	intracellular protein transport	biological_process	GO:0006886
563414	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
563414	5939	zinc ion binding	molecular_function	GO:0008270
563414	13021	COPII vesicle coat	cellular_component	GO:0030127
563418	2176	DNA binding	molecular_function	GO:0003677
563423	3419	small GTPase regulator activity	molecular_function	GO:0005083
563435	5765	N-acetyltransferase activity	molecular_function	GO:0008080
563435	5830	metabolic process	biological_process	GO:0008152
563435	2972	peptide alpha-N-acetyltransferase activity	molecular_function	GO:0004596
563448	2216	RNA binding	molecular_function	GO:0003723
563448	3838	nucleus	cellular_component	GO:0005634
563448	4513	rRNA processing	biological_process	GO:0006364
563448	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
563448	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
563448	5847	C-methyltransferase activity	molecular_function	GO:0008169
563448	5848	N-methyltransferase activity	molecular_function	GO:0008170
563448	5849	O-methyltransferase activity	molecular_function	GO:0008171
563448	5850	S-methyltransferase activity	molecular_function	GO:0008172
563448	5851	RNA methyltransferase activity	molecular_function	GO:0008173
563448	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
563448	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
563448	5945	protein methyltransferase activity	molecular_function	GO:0008276
563448	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
563448	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
563448	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
563448	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
563448	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
563448	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
563448	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
563448	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
563448	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
563448	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
563448	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
563448	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
563448	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
563448	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
563448	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
563448	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
563448	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
563448	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
563448	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
563448	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
563448	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
563448	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
563448	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
563448	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
563448	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
563448	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
563448	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
563448	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
563448	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
